,customer_id,account_length,location_code,intertiol_plan,voice_mail_plan,number_vm_messages,total_day_min,total_day_calls,total_day_charge,total_eve_min,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,Churn
510,1511,103.0,445,yes,no,0.0,62.8,124.0,10.68,170.4,66.0,14.48,280.2,78.0,12.61,9.4,4.0,2.54,3.0,No
511,1512,21.0,452,no,no,0.0,92.6,95.0,15.74,161.9,70.0,13.76,285.0,78.0,12.83,11.3,3.0,3.05,5.0,Yes
512,1513,172.0,445,no,no,0.0,212.0,121.0,36.04,31.2,115.0,2.731672122860858,293.3,78.0,13.2,12.6,10.0,3.4,3.0,No
513,1514,150.0,452,no,no,0.0,136.6,112.0,23.22,209.4,81.0,17.8,161.1,78.0,7.25,12.2,2.0,3.29,4.0,Yes
514,1515,86.0,547,no,no,0.0,176.3,79.0,29.97,259.2,97.0,22.03,287.4,78.0,12.93,6.2,3.0,1.67,0.0,No
515,1516,135.0,445,yes,yes,41.0,173.1,85.0,29.43,203.9,107.0,17.33,122.2,78.0,5.5,14.6,15.0,3.94,0.0,Yes
516,1517,112.0,452,no,no,0.0,185.4,114.0,31.52,191.4,119.0,16.27,144.0,78.0,6.48,10.0,11.0,2.7,2.0,No
517,1518,116.0,445,no,no,0.0,133.3,94.0,22.66,247.8,126.0,21.06,219.0,78.0,9.86,11.3,5.0,3.05,5.0,Yes
518,1519,62.0,452,no,no,0.0,248.7,109.0,42.28,220.0,118.0,18.7,265.7,78.0,11.96,13.2,2.0,3.56,1.0,Yes
519,1520,85.0,452,no,no,0.0,255.3,114.0,43.4,194.6,83.0,16.54,276.6,78.0,12.45,3.7,5.0,1.0,3.0,No
520,1521,106.0,452,no,no,0.0,114.4,104.0,19.45,78.3,101.0,6.66,232.7,78.0,10.47,0.0,0.0,0.0,2.0,No
521,1522,110.0,445,no,no,0.0,222.7,94.0,37.86,105.8,98.0,8.99,214.8,78.0,9.67,13.5,4.0,3.65,1.0,No
522,1523,58.0,547,no,no,0.0,112.2,95.0,19.07,209.6,108.0,17.82,260.9,78.0,11.74,13.9,4.0,3.75,0.0,Yes
523,1524,133.0,445,no,no,0.0,162.1,91.0,27.56,212.1,94.0,18.03,260.4,78.0,11.72,12.2,5.0,3.29,1.0,No
524,1525,97.0,445,no,yes,28.0,283.1,93.0,48.13,185.4,98.0,15.76,312.8,78.0,14.08,6.1,8.0,1.65,1.0,No
525,1526,85.0,452,no,no,0.0,236.9,93.0,40.201931100871086,197.7,113.0,16.8,309.1,78.0,13.91,11.4,7.0,3.08,2.0,Yes
526,1527,21.0,452,no,yes,19.0,132.7,94.0,22.56,204.6,101.0,17.39,154.7,78.0,6.96,12.9,7.0,3.48,3.0,No
527,1528,161.0,452,no,no,0.0,178.1,109.0,30.28,146.5,86.0,12.45,137.6,78.0,6.19,8.5,2.0,2.3,1.0,No
528,1529,136.0,547,no,no,0.0,259.4,99.0,44.1,172.7,125.0,14.68,293.7,78.0,13.22,10.7,6.0,2.89,1.0,Yes
529,1530,64.0,547,no,no,0.0,213.5,93.0,36.3,166.6,114.0,14.16,122.0,78.0,5.49,14.1,3.0,3.81,3.0,No
530,1531,81.0,452,no,no,0.0,324.7,48.0,55.2,236.4,82.0,20.09,187.6,78.0,8.44,13.1,5.0,3.54,0.0,Yes
531,1532,94.0,445,yes,no,0.0,170.1,113.0,28.92,271.8,94.0,23.1,110.7,78.0,4.98,8.7,4.0,2.35,1.0,No
532,1533,80.0,452,yes,no,0.0,276.5,122.0,47.01,195.6,79.0,16.63,210.3,78.0,9.46,7.2,3.0,1.94,1.0,Yes
533,1534,120.0,452,no,no,0.0,185.7,133.0,31.57,235.1,149.0,19.98,256.4,78.0,11.54,16.9,6.0,4.56,0.0,No
534,1535,112.0,452,no,no,0.0,115.8,108.0,19.69,243.3,111.0,20.68,184.6,78.0,8.31,13.1,5.0,3.54,1.0,No
535,1536,91.0,547,no,no,0.0,123.8,107.0,21.05,319.0,125.0,27.12,237.6,78.0,10.69,7.3,4.0,1.97,2.0,No
536,1537,164.0,452,no,no,0.0,123.3,78.0,20.96,170.0,85.0,14.45,165.9,78.0,7.47,12.7,2.0,3.43,1.0,No
537,1538,128.0,547,no,yes,29.0,179.3,104.0,30.48,225.9,86.0,19.2,323.0,78.0,14.54,8.6,7.0,2.32,0.0,No
538,1539,137.0,547,no,no,0.0,97.5,95.0,16.58,195.8,82.0,16.64,288.8,78.0,13.0,0.0,0.0,0.0,1.0,No
539,1540,120.0,445,no,yes,28.0,215.8,123.0,36.69,285.2,76.0,24.24,192.1,78.0,8.64,6.9,3.0,1.86,1.0,No
540,1541,159.0,445,yes,no,0.0,253.1,54.0,45.71,302.2,127.0,25.54,187.0,78.0,8.24,8.8,7.0,2.38,1.0,Yes
541,1542,137.0,452,yes,no,0.0,126.1,87.0,23.97,130.1,98.0,11.4,237.1,78.0,10.04,12.3,3.0,3.32,2.0,Yes
542,1543,99.0,445,no,no,0.0,249.4,48.0,43.59,216.5,103.0,18.23,220.7,78.0,10.52,7.9,1.0,2.13,3.0,Yes
543,1544,77.0,547,no,yes,28.0,152.9,121.0,22.1,256.5,108.0,20.78,210.5,78.0,9.34,11.5,4.0,3.11,4.0,Yes
544,1545,82.0,452,no,no,0.0,172.2,76.0,33.16,176.4,116.0,14.67,249.8,78.0,11.51,10.6,6.0,2.86,3.0,Yes
545,1546,1.0,452,no,no,0.0,182.1,106.0,31.96,131.9,111.0,10.47,155.3,78.0,6.85,10.0,2.0,2.7,5.0,Yes
546,1547,141.0,445,no,no,0.0,83.2,74.0,14.14,190.6,104.0,16.2,150.5,79.0,6.77,10.7,7.0,2.89,1.0,No
547,1548,115.0,452,no,no,0.0,210.6,120.0,35.8,153.1,84.0,13.01,262.2,79.0,11.8,11.0,5.0,2.97,0.0,No
548,1549,112.0,452,no,no,0.0,111.9,92.0,19.02,114.0,143.0,9.69,146.8,79.0,6.61,14.1,3.0,3.81,5.0,Yes
549,1550,185.0,445,no,no,0.0,139.6,92.0,23.73,250.2,115.0,21.27,158.1,79.0,7.11,10.8,4.0,2.92,1.0,No
550,1551,68.0,445,no,no,0.0,237.1,105.0,40.31,223.5,105.0,19.0,97.4,79.0,4.38,13.2,2.0,3.56,1.0,No
551,1552,60.0,445,no,no,0.0,125.1,99.0,21.27,248.8,62.0,21.15,211.3,79.0,9.51,11.2,3.0,3.02,3.0,No
552,1553,84.0,547,no,no,0.0,191.0,88.0,32.47,318.8,119.0,27.1,247.3,79.0,11.13,6.5,4.0,1.76,0.0,No
553,1554,157.0,452,no,no,0.0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,2.2,4.0,0.59,3.0,No
554,1555,134.0,452,no,yes,38.0,214.4,93.0,36.45,211.7,57.0,17.99,165.0,79.0,7.43,10.0,8.0,2.7,1.0,No
555,1556,98.0,452,no,no,0.0,216.8,86.0,36.86,190.8,114.0,16.22,187.5,79.0,8.44,11.0,9.0,2.97,0.0,No
556,1557,88.0,452,no,no,0.0,148.2,82.0,25.19,308.7,67.0,26.24,235.4,79.0,10.59,6.4,4.0,1.73,2.0,No
557,1558,38.0,445,no,yes,36.0,115.4,98.0,19.62,166.2,83.0,14.13,184.7,79.0,8.31,15.2,6.0,4.1,2.0,No
558,1559,83.0,445,no,yes,38.0,107.9,90.0,18.34,140.4,94.0,11.93,253.6,79.0,11.41,10.5,2.0,2.84,0.0,No
559,1560,176.0,445,no,no,0.0,201.9,101.0,34.32,154.7,78.0,13.15,164.4,79.0,7.4,9.0,2.0,2.43,1.0,No
560,1561,6.0,547,no,no,0.0,183.6,117.0,31.21,256.7,72.0,21.82,178.6,79.0,8.04,10.2,2.0,2.75,1.0,No
561,1562,1.0,452,no,no,0.0,144.8,107.0,24.62,112.5,66.0,9.56,218.7,79.0,9.84,13.8,3.0,3.73,1.0,No
562,1563,106.0,547,no,no,0.0,169.4,107.0,28.8,197.2,71.0,16.76,202.2,79.0,9.1,10.7,4.0,2.89,1.0,No
563,1564,43.0,452,no,no,0.0,84.2,134.0,14.31,80.8,103.0,6.87,196.1,79.0,8.82,10.8,2.0,2.92,1.0,No
564,1565,114.0,445,no,no,0.0,193.0,101.0,32.81,250.0,81.0,21.25,133.3,79.0,6.0,9.6,2.0,2.59,2.0,No
565,1566,138.0,547,no,no,0.0,220.2,89.0,37.43,88.3,125.0,7.51,195.3,79.0,8.79,12.9,5.0,3.48,0.0,No
566,1567,59.0,547,yes,yes,31.0,225.0,78.0,38.25,191.3,79.0,16.26,226.7,79.0,10.2,9.1,3.0,2.46,1.0,No
567,1568,132.0,445,no,no,0.0,169.9,102.0,28.88,209.4,121.0,17.8,206.1,79.0,9.27,11.5,2.0,3.11,1.0,No
568,1569,149.0,445,no,no,0.0,187.6,83.0,31.89,201.4,81.0,17.12,264.2,79.0,11.89,8.8,1.0,2.38,1.0,No
569,1570,33.0,452,no,yes,29.0,157.4,99.0,26.76,117.9,80.0,10.02,279.2,79.0,12.56,13.9,11.0,3.75,4.0,Yes
570,1571,161.0,445,no,no,0.0,196.6,73.0,33.42,170.2,79.0,14.47,194.3,79.0,8.74,12.5,3.0,3.38,1.0,No
571,1572,83.0,452,no,yes,20.0,95.0,89.0,16.15,167.9,92.0,14.27,200.6,79.0,9.03,11.2,2.0,3.02,0.0,No
572,1573,104.0,547,no,no,0.0,234.2,128.0,39.81,293.1,92.0,24.91,183.9,79.0,8.28,9.8,6.0,2.65,0.0,Yes
573,1574,119.0,547,no,no,0.0,94.2,108.0,16.01,264.1,100.0,22.45,203.7,79.0,9.17,7.3,3.0,1.97,1.0,No
574,1575,121.0,452,no,no,0.0,86.1,100.0,14.64,259.8,113.0,22.08,148.0,79.0,6.66,9.1,9.0,2.46,2.0,No
575,1576,107.0,445,no,no,0.0,134.0,104.0,22.78,174.5,94.0,14.83,311.1,79.0,14.0,7.3,3.0,1.97,3.0,No
576,1577,72.0,445,no,no,0.0,179.9,113.0,30.58,149.8,112.0,12.73,168.2,79.0,7.57,9.8,7.0,2.65,2.0,No
577,1578,62.0,452,no,no,0.0,86.3,84.0,14.67,238.7,99.0,20.29,238.4,79.0,10.73,12.5,1.0,3.38,2.0,No
578,1579,11.0,547,no,yes,38.0,209.8,130.0,35.67,196.6,84.0,16.71,233.0,79.0,10.49,7.0,7.0,1.89,1.0,No
579,1580,97.0,452,no,yes,24.0,133.2,135.0,22.64,217.2,58.0,18.46,70.6,79.0,3.1841448250107214,11.0,3.0,2.97,1.0,No
580,1581,117.0,547,yes,no,0.0,59.2,99.0,8.21,304.2,79.0,24.77,165.8,79.0,7.73,8.6,1.0,2.32,1.0,Yes
581,1582,104.0,547,no,no,0.0,220.2,134.0,39.81,301.1,88.0,25.91,188.9,79.0,8.28,9.8,6.0,2.65,0.0,Yes
582,1583,52.0,452,no,no,0.0,172.0,104.0,26.35,127.4,108.0,10.34,172.1,79.0,7.92,7.0,4.0,1.89,4.0,Yes
583,1584,152.0,547,yes,yes,41.0,141.8,123.0,26.96,280.6,92.0,24.28,204.6,79.0,9.61,4.3,2.0,1.16,1.0,Yes
584,1585,48.0,452,no,yes,37.0,211.7,115.0,35.99,159.9,84.0,13.59,144.1,80.0,6.48,12.2,1.0,3.29,1.0,No
585,1586,25.0,445,no,no,0.0,264.9,80.0,45.03,281.2,66.0,23.9,166.1,80.0,7.47,8.4,4.0,2.27,1.0,Yes
586,1587,163.0,445,no,no,0.0,197.0,109.0,33.49,202.6,128.0,17.22,206.4,80.0,9.29,9.1,10.0,2.46,1.0,No
587,1588,75.0,445,no,no,0.0,166.3,125.0,28.27,158.2,86.0,13.45,256.7,80.0,11.55,6.1,5.0,1.65,1.0,No
588,1589,85.0,547,no,yes,21.0,283.2,110.0,48.14,239.7,108.0,20.37,149.5,80.0,6.73,6.3,1.0,1.7,5.0,No
589,1590,11.0,452,no,yes,28.0,190.6,86.0,32.4,220.1,122.0,18.71,180.3,80.0,8.11,6.0,3.0,1.62,3.0,No
590,1591,80.0,445,no,no,0.0,51.5,90.0,8.76,164.0,98.0,13.94,169.4,80.0,7.62,9.5,4.0,2.57,3.0,No
591,1592,87.0,547,no,no,0.0,256.2,105.0,43.55,160.7,102.0,13.66,249.4,80.0,11.22,7.4,2.0,2.0,4.0,No
592,1593,90.0,452,no,no,0.0,198.5,124.0,33.75,266.6,100.0,22.66,243.3,80.0,10.95,8.0,7.0,2.16,2.0,No
593,1594,92.0,452,no,no,0.0,201.9,74.0,34.32,226.8,119.0,19.28,217.5,80.0,9.79,13.7,6.0,3.7,3.0,No
594,1595,133.0,547,no,no,0.0,201.7,85.0,34.29,169.4,116.0,14.4,286.3,80.0,12.88,6.0,4.0,1.62,0.0,No
595,1596,106.0,452,no,no,0.0,147.9,97.0,25.14,209.3,99.0,17.79,162.1,80.0,7.29,8.8,5.0,2.38,2.0,No
596,1597,48.0,547,no,no,0.0,128.2,71.0,21.79,48.1,78.0,4.09,116.3,80.0,5.23,8.9,3.0,2.4,0.0,No
597,1598,71.0,547,yes,no,0.0,186.1,114.0,31.64,198.6,140.0,16.88,206.5,80.0,9.29,13.8,5.0,3.73,4.0,Yes
598,1599,92.0,445,yes,no,0.0,62.6,111.0,10.64,180.6,126.0,15.35,221.7,80.0,9.98,10.4,2.0,2.81,1.0,Yes
599,1600,91.0,445,no,no,0.0,147.2,121.0,25.02,175.2,87.0,14.89,136.3,80.0,6.13,13.3,3.0,3.59,2.0,No
600,1601,108.0,452,yes,yes,42.0,130.1,90.0,22.12,167.0,128.0,14.2,244.7,80.0,11.01,13.6,5.0,3.67,3.0,Yes
601,1602,176.0,452,no,no,0.0,223.2,76.0,37.94,214.4,131.0,18.22,154.4,80.0,6.95,10.1,2.0,2.73,3.0,No
602,1603,69.0,547,no,no,0.0,194.2,122.0,33.01,242.1,81.0,20.58,215.8,80.0,9.71,9.7,3.0,2.62,2.0,No
603,1604,148.0,445,no,yes,33.0,241.7,84.0,41.09,165.8,84.0,14.09,160.6,80.0,7.23,11.3,3.0,3.05,1.0,No
604,1605,152.0,452,yes,yes,20.0,237.5,120.0,40.38,253.4,94.0,21.54,265.2,80.0,11.93,14.2,3.0,3.83,9.0,Yes
605,1606,136.0,452,no,no,0.0,92.4,109.0,15.71,219.0,115.0,18.62,212.6,80.0,9.57,12.9,4.0,3.48,2.0,No
606,1607,13.0,452,no,no,0.0,303.2,133.0,51.54,170.5,86.0,14.49,227.6,80.0,10.24,11.5,3.0,3.11,0.0,Yes
607,1608,74.0,452,no,no,0.0,162.7,102.0,27.66,292.0,105.0,24.82,183.3,80.0,8.25,8.7,6.0,2.35,0.0,No
608,1609,109.0,547,no,no,0.0,154.8,82.0,26.32,287.7,109.0,24.45,208.4,80.0,9.38,5.9,9.0,1.59,3.0,No
609,1610,107.0,452,no,yes,38.0,204.2,57.0,34.71,205.9,92.0,17.5,286.5,80.0,12.89,8.3,4.0,2.24,0.0,No
610,1611,35.0,445,no,no,0.0,158.6,67.0,26.96,130.4,96.0,11.08,229.8,80.0,10.34,6.9,5.0,1.86,2.0,No
611,1612,31.0,445,no,yes,28.0,171.8,116.0,29.21,240.7,125.0,20.46,245.5,80.0,11.05,10.6,7.0,2.86,1.0,No
612,1613,119.0,452,no,yes,27.0,220.1,128.0,37.42,268.2,133.0,22.8,146.5,80.0,6.59,11.1,3.0,3.0,0.0,No
613,1614,135.0,452,no,no,0.0,218.8,123.0,37.2,242.8,64.0,20.64,85.8,80.0,3.86,10.3,3.0,2.78,4.0,No
614,1615,134.0,452,no,no,0.0,7.8,86.0,1.33,171.4,100.0,14.57,186.5,80.0,8.39,12.9,2.0,3.48,2.0,No
615,1616,149.0,547,no,yes,43.0,206.7,79.0,35.14,174.6,122.0,14.84,241.5,80.0,10.87,10.9,3.0,2.94,1.0,No
616,1617,149.0,452,no,no,0.0,242.5,83.0,41.23,245.4,97.0,20.86,219.6,80.0,9.88,10.0,3.0,2.7,3.0,Yes
617,1618,72.0,445,no,no,0.0,147.0,79.0,24.99,162.3,103.0,13.8,162.9,80.0,7.33,10.5,4.0,2.84,1.0,No
618,1619,59.0,547,no,no,0.0,155.2,79.0,26.38,235.3,123.0,20.0,169.4,80.0,7.623544862363169,8.7,4.0,2.35,1.0,No
619,1620,103.0,547,no,yes,36.0,87.2,92.0,14.82,169.3,110.0,14.39,166.7,80.0,7.5,10.9,5.0,2.94,6.0,Yes
620,1621,10.0,452,no,no,0.0,222.2,127.0,37.77,153.1,125.0,13.01,227.4,80.0,10.23,12.9,4.0,3.48,1.0,No
621,1622,130.0,445,no,no,0.0,211.2,119.0,35.9,231.1,120.0,19.64,220.9,80.0,9.94,6.3,9.0,1.7,2.0,No
622,1623,120.0,452,no,no,0.0,221.3,106.0,37.62,267.6,98.0,22.75,111.5,80.0,5.02,9.3,7.0,2.51,0.0,No
623,1624,90.0,445,no,no,0.0,61.3,91.0,10.42,194.4,94.0,16.52,143.1,80.0,6.44,11.4,9.0,3.08,1.0,No
624,1625,152.0,547,yes,yes,41.0,146.8,128.0,24.96,285.6,96.0,24.28,213.6,80.0,9.61,4.3,2.0,1.16,1.0,Yes
625,1626,95.0,452,no,no,0.0,134.4,104.0,22.85,152.4,95.0,12.95,236.5,80.0,10.64,9.4,3.0,2.54,1.0,No
626,1627,16.0,452,no,no,0.0,174.7,83.0,29.7,280.8,122.0,23.87,171.7,80.0,7.73,10.5,8.0,2.84,5.0,No
627,1628,146.0,445,no,no,0.0,109.0,69.0,18.53,265.8,98.0,22.59,228.3,80.0,10.27,12.6,2.0,3.4,1.0,No
628,1629,116.0,547,no,yes,12.0,221.0,108.0,37.57,151.0,118.0,12.84,179.0,80.0,8.06,9.0,6.0,2.43,2.0,No
629,1630,78.0,452,yes,no,0.0,220.8,144.0,42.26,270.3,103.0,22.55,153.4,80.0,6.86,9.5,2.0,2.57,1.0,Yes
630,1631,108.0,452,yes,yes,42.0,147.1,97.0,23.12,174.0,127.0,15.2,234.7,80.0,11.01,13.6,5.0,3.67,3.0,Yes
631,1632,108.0,445,yes,no,0.0,106.1,121.0,20.57,210.3,67.0,17.96,121.1,80.0,6.12,13.8,3.0,3.73,2.0,Yes
632,1633,13.0,452,no,no,0.0,320.2,136.0,51.54,159.5,92.0,14.49,239.6,80.0,10.24,11.5,2.0,3.11,0.0,Yes
633,1634,60.0,445,no,no,0.0,292.8,109.0,47.27,255.6,110.0,22.73,257.8,80.0,10.93,11.7,5.0,3.16,2.0,Yes
634,1635,94.0,445,yes,no,0.0,91.5,97.0,17.22,343.9,104.0,29.89,172.9,80.0,7.78,7.9,1.0,2.13,1.0,Yes
635,1636,88.0,547,no,no,0.0,60.3,79.0,13.46,153.4,88.0,13.72,226.6,80.0,10.78,8.2,4.0,2.21,4.0,Yes
636,1637,90.0,452,yes,yes,26.0,175.0,101.0,26.73,200.8,104.0,15.05,223.3,80.0,9.6,13.3,3.0,3.59,0.0,Yes
637,1638,132.0,547,no,no,0.0,181.1,121.0,30.79,314.4,109.0,26.72,246.7,81.0,11.1,4.2,9.0,1.13,2.0,No
638,1639,87.0,445,no,no,0.0,237.2,124.0,40.32,222.6,87.0,18.92,173.3,81.0,7.8,11.0,3.0,2.97,1.0,No
639,1640,72.0,547,no,no,0.0,272.4,88.0,46.31,107.9,125.0,9.17,185.5,81.0,8.35,12.7,2.0,3.43,0.0,No
640,1641,100.0,452,no,no,0.0,131.1,108.0,22.29,176.2,81.0,14.98,89.7,81.0,4.04,4.3,4.0,1.16,1.0,No
641,1642,157.0,452,no,no,0.0,196.0,74.0,33.32,213.4,96.0,18.14,196.8,81.0,8.86,7.9,6.0,2.13,1.0,No
642,1643,124.0,452,no,no,0.0,151.0,98.0,25.67,120.6,119.0,10.25,152.8,81.0,6.88,9.2,2.0,2.48,2.0,No
643,1644,97.0,445,no,no,0.0,239.8,125.0,40.77,214.8,111.0,18.26,143.3,81.0,6.45,8.7,5.0,2.35,2.0,No
644,1645,137.0,445,yes,no,0.0,237.3,103.0,40.34,176.7,84.0,15.02,263.4,81.0,11.85,14.2,4.0,3.83,0.0,Yes
645,1646,77.0,445,no,no,0.0,185.9,95.0,31.6,212.0,98.0,18.02,282.3,81.0,12.7,11.3,4.0,3.05,3.0,No
646,1647,86.0,445,no,yes,23.0,225.5,107.0,38.34,246.3,105.0,20.94,245.7,81.0,11.06,9.8,2.0,2.65,0.0,No
647,1648,160.0,452,no,no,0.0,256.0,102.0,43.52,187.4,61.0,15.93,119.33016778586621,81.0,5.36,11.5,4.0,3.11,3.0,No
648,1649,120.0,547,no,no,0.0,198.8,56.0,33.8,230.1,73.0,19.56,119.8,81.0,5.39,9.9,3.0,2.67,2.0,No
649,1650,99.0,452,no,no,0.0,222.4,102.0,37.81,185.8,89.0,15.79,237.7,81.0,10.7,12.0,8.0,3.24,2.0,No
650,1651,118.0,445,yes,yes,21.0,156.5,122.0,26.61,209.2,125.0,17.78,158.7,81.0,7.14,11.1,3.0,3.0,4.0,Yes
651,1652,91.0,452,no,no,0.0,154.4,102.0,26.25,168.3,121.0,14.31,239.9,81.0,10.8,11.7,4.0,3.16,5.0,Yes
652,1653,103.0,445,no,yes,24.0,111.8,85.0,19.01,239.6,102.0,20.37,268.3,81.0,12.07,6.9,4.0,1.86,1.0,No
653,1654,190.0,452,yes,no,0.0,111.9,55.0,19.02,223.0,124.0,18.96,243.2,81.0,10.94,10.0,7.0,2.7,3.0,No
654,1655,106.0,452,no,no,0.0,187.1,104.0,31.81,250.2,117.0,21.252377598321658,144.9,81.0,6.522681492776783,11.0,3.0,2.97,1.0,No
655,1656,137.0,452,yes,no,0.0,135.1,95.0,22.97,134.1,102.0,11.4,223.1,81.0,10.04,12.3,2.0,3.32,2.0,Yes
656,1657,77.0,452,no,no,0.0,239.2,114.0,40.66,150.0,115.0,12.75,160.8,81.0,7.24,10.3,2.0,2.78,5.0,No
657,1658,194.0,445,no,no,0.0,162.3,88.0,27.59,213.7,118.0,18.16,192.1,81.0,8.64,10.9,2.0,2.94,0.0,No
658,1659,1.0,445,no,no,0.0,123.8,113.0,21.05,236.2,77.0,20.08,73.2,81.0,3.29,3.7,2.0,1.0,0.0,No
659,1660,121.0,452,no,no,0.0,144.8,126.0,24.62,200.6,82.0,17.05,208.8,81.0,9.4,13.3,9.0,3.59,0.0,Yes
660,1661,128.0,445,no,yes,34.0,142.3,73.0,24.19,194.8,79.0,16.56,239.3,81.0,10.77,16.0,6.0,4.32,1.0,No
661,1662,171.0,547,no,no,0.0,189.8,122.0,32.27,173.7,85.0,14.76,257.1,84.0,11.57,10.3,1.0,2.78,0.0,No
662,1663,168.0,452,no,yes,22.0,175.9,70.0,29.9,211.7,105.0,17.99,174.5,81.0,7.85,7.3,5.0,1.97,2.0,No
663,1664,123.0,452,no,yes,34.0,305.2,80.0,51.88,156.5,109.0,13.3,280.0,81.0,12.6,13.2,7.0,3.56,1.0,No
664,1665,97.0,452,yes,no,0.0,143.7,117.0,24.43,273.0,82.0,23.21,178.3,81.0,8.02,10.9,3.0,2.94,0.0,No
665,1666,57.0,452,no,no,0.0,161.0,113.0,27.37,208.0,134.0,17.68,208.1,81.0,9.36,8.4,4.0,2.27,3.0,No
666,1667,201.0,452,no,no,0.0,225.9,110.0,38.4,299.1,86.0,25.42,251.3,81.0,11.31,11.2,4.0,3.02,1.0,Yes
667,1668,74.0,452,no,no,0.0,106.4,84.0,18.09,140.2,104.0,11.92,90.9,81.0,4.09,11.4,3.0,3.08,1.0,No
668,1669,118.0,445,no,no,0.0,154.8,71.0,26.32,244.0,73.0,20.74,159.6,81.0,7.18,12.8,4.0,3.46,0.0,No
669,1670,48.0,452,no,no,0.0,197.7,64.0,33.61,136.7,126.0,11.62,244.4,81.0,11.0,13.2,5.0,3.56,4.0,No
670,1671,129.0,452,no,yes,37.0,205.0,94.0,34.85,165.4,103.0,14.06,185.0,81.0,8.32,11.7,8.0,3.16,1.0,No
671,1672,71.0,547,yes,no,0.0,198.1,109.0,32.64,192.6,139.0,17.88,206.5,81.0,9.29,13.8,6.0,3.73,4.0,Yes
672,1673,115.0,452,no,no,0.0,222.4,106.0,39.49,275.8,61.0,22.53,221.4,81.0,9.6,12.3,4.0,3.32,3.0,Yes
673,1674,21.0,452,no,no,0.0,88.6,87.0,17.74,175.9,74.0,13.76,289.0,81.0,12.83,11.3,3.0,3.05,5.0,Yes
674,1675,85.0,452,no,no,0.0,252.9,101.0,39.27,203.7,116.0,16.8,305.1,81.0,13.91,11.4,6.0,3.08,2.0,Yes
675,1676,81.0,452,no,no,0.0,341.7,46.0,56.2,232.4,78.0,19.09,202.6,81.0,8.44,13.1,5.0,3.54,0.0,Yes
676,1677,103.0,547,no,yes,36.0,75.2,92.0,15.82,156.3,107.0,15.39,160.7,81.0,7.5,10.9,6.0,2.94,6.0,Yes
677,1678,117.0,452,no,no,0.0,181.5,95.0,30.86,205.1,88.0,17.43,204.0,82.0,9.18,14.7,9.0,3.97,2.0,No
678,1679,156.0,547,no,no,0.0,123.7,96.0,21.03,103.0,101.0,8.76,189.4,82.0,8.522208837535729,13.1,4.0,3.54,1.0,No
679,1680,71.0,547,no,no,0.0,185.0,84.0,31.45,232.5,129.0,19.76,191.1,82.0,8.6,14.9,4.0,4.02,3.0,No
680,1681,60.0,445,yes,yes,29.0,265.9,113.0,45.2,215.8,94.0,18.34,108.1,82.0,4.86,14.0,12.0,3.78,0.0,Yes
681,1682,83.0,445,no,no,0.0,202.3,87.0,34.39,201.5,111.0,17.13,101.7,82.0,4.58,6.8,4.0,1.84,0.0,No
682,1683,85.0,452,no,no,0.0,210.3,66.0,35.75,195.8,76.0,16.64,221.6,82.0,9.97,11.2,7.0,3.02,1.0,No
683,1684,181.0,452,no,yes,27.0,190.3,93.0,32.35,249.0,127.0,21.17,215.7,82.0,9.71,10.6,4.0,2.86,1.0,No
684,1685,91.0,547,no,yes,27.0,204.6,96.0,34.78,136.0,93.0,11.56,210.5,82.0,9.47,6.6,2.0,1.78,3.0,No
685,1686,86.0,445,no,yes,16.0,145.7,88.0,24.77,191.0,129.0,16.24,215.5,82.0,9.7,11.3,7.0,3.05,0.0,No
686,1687,93.0,452,no,yes,36.0,178.7,134.0,30.38,178.6,102.0,15.18,126.8,82.0,5.71,8.0,4.0,2.16,2.0,No
687,1688,159.0,445,yes,no,0.0,257.1,53.0,43.71,312.2,127.0,26.54,183.0,82.0,8.24,8.8,6.0,2.38,1.0,Yes
688,1689,128.0,547,no,no,0.0,199.3,86.0,33.88,194.8,102.0,16.56,298.2,82.0,13.42,14.3,2.0,3.86,4.0,No
689,1690,33.0,547,no,no,0.0,182.5,65.0,31.03,232.1,96.0,19.73,149.2,82.0,6.71,7.5,2.0,2.03,2.0,No
690,1691,75.0,452,no,no,0.0,117.3,114.0,19.94,201.1,61.0,17.09,107.9,82.0,4.86,12.2,3.0,3.29,1.0,No
691,1692,105.0,547,no,no,0.0,227.4,121.0,38.66,268.5,89.0,22.82,143.3,82.0,6.45,13.0,4.0,3.51,1.0,No
692,1693,151.0,452,no,no,0.0,194.8,106.0,33.12,292.7,103.0,24.88,224.6,82.0,10.11,5.5,3.0,1.49,0.0,No
693,1694,115.0,452,no,no,0.0,226.4,101.0,38.49,276.8,60.0,23.53,213.4,82.0,9.6,12.3,4.0,3.32,3.0,Yes
694,1695,135.0,547,no,no,0.0,144.1,115.0,24.5,249.8,68.0,21.23,211.4,82.0,9.51,13.6,3.0,3.67,1.0,No
695,1696,25.0,547,no,no,0.0,242.6,69.0,41.24,209.0,117.0,17.77,219.7,82.0,9.89,14.4,6.0,3.89,2.0,No
