account_length,intertiol_plan,voice_mail_plan,number_vm_messages,total_day_min,total_day_calls,total_day_charge,total_eve_min,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,location_code_452,location_code_445,location_code_547,total_charge,total_calls,total_min,no_of_plans
35.0,0,0,0.0,105.6,129.0,17.95,258.2,129.0,21.95,213.1,77.0,9.59,8.7,3.0,2.35,0.0,0.0,1.0,0.0,51.84,338.0,585.6,0
160.0,0,0,0.0,166.8,109.0,28.36,236.0,117.0,20.06,307.6,77.0,13.84,9.3,1.0,2.51,1.0,1.0,0.0,0.0,64.77,304.0,719.7,0
46.0,0,0,0.0,139.4,81.0,23.7,223.7,113.0,19.01,173.1,77.0,7.79,13.6,6.0,3.67,1.0,1.0,0.0,0.0,54.17,277.0,549.8,0
204.0,0,0,0.0,205.2,145.0,34.88,154.8,95.0,13.16,191.4,77.0,8.61,14.1,5.0,3.81,3.0,0.0,0.0,1.0,60.46,322.0,565.5,0
177.0,0,0,0.0,232.8,106.0,39.58,175.2,97.0,14.89,212.2,77.0,9.55,12.5,7.0,3.38,2.0,0.0,1.0,0.0,67.4,287.0,632.7,0
123.0,0,0,0.0,236.2,135.0,40.15,273.9,88.0,23.28,227.0,77.0,10.22,10.1,6.0,2.73,2.0,1.0,0.0,0.0,76.38,306.0,747.2,0
103.0,0,1,35.0,110.5,101.0,18.79,208.3,81.0,17.71,87.4,77.0,3.93,13.9,2.0,3.75,4.0,0.0,0.0,1.0,44.18,261.0,420.1,1
101.0,0,0,0.0,165.6,104.0,28.15,195.9,115.0,16.65,118.3,77.0,5.32,11.8,3.0,3.19,1.0,1.0,0.0,0.0,53.309999999999995,299.0,491.6,0
44.0,0,0,0.0,143.2,77.0,24.34,169.8,114.0,14.43,215.8,77.0,9.71,7.6,4.0,2.05,1.0,0.0,0.0,1.0,50.53,272.0,536.4000000000001,0
146.0,0,1,31.0,202.5,91.0,34.43,241.4,108.0,20.52,169.6,77.0,7.63,7.8,2.0,2.11,1.0,1.0,0.0,0.0,64.69,278.0,621.3,1
100.0,0,0,0.0,115.9,87.0,19.7,111.3,56.0,9.46,170.2,77.0,7.66,7.1,4.0,1.92,1.0,0.0,0.0,1.0,38.739999999999995,224.0,404.5,0
74.0,0,1,25.0,234.4,113.0,39.85,265.9,82.0,22.6,241.4,77.0,10.86,13.7,4.0,3.7,0.0,0.0,1.0,0.0,77.00999999999999,276.0,755.4,1
38.0,0,0,0.0,137.8,86.0,23.43,286.3,76.0,24.34,167.0,77.0,7.52,14.1,3.0,3.81,2.0,0.0,1.0,0.0,59.1,242.0,605.2,0
101.0,0,0,0.0,153.8,89.0,26.15,234.0,89.0,19.89,196.3,77.0,8.83,11.6,2.0,3.13,4.0,0.0,1.0,0.0,58.0,257.0,595.7,0
116.0,0,0,0.0,129.4,84.0,22.0,157.3,89.0,13.37,215.5,77.0,9.7,13.3,3.0,3.59,0.0,0.0,1.0,0.0,48.66,253.0,515.5,0
149.0,1,1,28.0,126.9,97.0,21.57,166.9,102.0,14.19,145.2,77.0,6.53,8.8,3.0,2.38,5.0,0.0,1.0,0.0,44.67,279.0,447.79999999999995,2
137.0,0,0,0.0,155.5,81.0,26.44,133.1,94.0,11.31,253.1,77.0,11.39,9.1,2.0,2.46,1.0,0.0,0.0,1.0,51.60000000000001,254.0,550.8,0
44.0,0,0,0.0,228.1,121.0,38.78,276.5,79.0,23.5,279.8,77.0,12.59,9.9,5.0,2.67,2.0,0.0,0.0,1.0,77.53999999999999,282.0,794.3000000000001,0
125.0,0,0,0.0,140.1,132.0,23.82,209.5524311248837,126.0,17.82,264.1,90.0,11.88,8.0,2.0,2.16,1.0,0.0,1.0,0.0,55.68,350.0,621.7524311248837,0
135.0,1,1,41.0,162.1,83.0,31.43,197.9,105.0,18.33,127.2,77.0,5.5,14.6,14.0,3.94,0.0,1.0,0.0,0.0,59.199999999999996,279.0,501.80000000000007,2
88.0,1,0,0.0,236.1,102.0,37.97,255.8,78.0,21.4,282.9,77.0,12.87,7.2,1.0,1.94,4.0,0.0,1.0,0.0,74.17999999999999,258.0,782.0,1
88.0,0,0,0.0,79.7,110.0,12.57,234.6,72.0,17.84,198.6,77.0,8.58,11.6,3.0,3.13,4.0,0.0,1.0,0.0,42.120000000000005,262.0,524.5,0
116.0,0,0,0.0,146.3,98.0,23.66,235.8,126.0,20.06,219.0,77.0,9.86,11.3,4.0,3.05,5.0,1.0,0.0,0.0,56.629999999999995,305.0,612.4000000000001,0
152.0,1,1,20.0,234.5,116.0,42.38,265.4,96.0,22.54,268.2,77.0,11.93,14.2,3.0,3.83,9.0,0.0,1.0,0.0,80.68,292.0,782.3,2
33.0,0,1,29.0,151.4,101.0,25.76,109.9,77.0,10.02,264.2,77.0,12.56,13.9,11.0,3.75,4.0,0.0,1.0,0.0,52.09,266.0,539.4,1
136.0,0,0,0.0,271.4,106.0,46.1,177.7,122.0,15.68,285.7,77.0,13.22,10.7,5.0,2.89,1.0,0.0,0.0,1.0,77.89,310.0,745.5,0
90.0,0,0,0.0,214.9,97.0,36.53,117.8,117.0,10.01,133.7,78.0,6.02,11.8,2.0,3.19,2.0,0.0,1.0,0.0,55.75,294.0,478.20000000000005,0
16.0,0,0,0.0,161.9,100.0,27.52,230.1,138.0,19.56,148.8,78.0,6.7,10.2,11.0,2.75,3.0,0.0,1.0,0.0,56.53,327.0,551.0,0
34.0,0,0,0.0,124.8,82.0,21.22,282.2,98.0,23.99,311.5,78.0,14.02,10.0,4.0,2.7,2.0,0.0,0.0,1.0,61.92999999999999,262.0,728.5,0
130.0,0,0,0.0,183.0,112.0,31.11,72.9,99.0,6.2,181.8,78.0,8.18,9.5,4.0,2.57,0.0,0.0,1.0,0.0,48.06,293.0,447.20000000000005,0
111.0,0,0,0.0,249.8,109.0,42.47,242.4,106.0,20.6,231.8,78.0,10.43,11.6,4.0,3.13,0.0,1.0,0.0,0.0,76.63,297.0,735.6,0
87.0,0,1,19.0,165.8,122.0,28.19,186.9,89.0,15.89,249.7,78.0,11.24,0.0,0.0,0.0,1.0,0.0,1.0,0.0,55.32000000000001,289.0,602.4000000000001,1
126.0,0,0,0.0,161.4,110.0,27.44,220.6,125.0,18.75,249.2,78.0,11.21,5.1,2.0,1.38,0.0,0.0,1.0,0.0,58.78,315.0,636.3,0
101.0,0,0,0.0,123.7,138.0,21.03,248.5,105.0,21.12,269.6,78.0,12.13,13.3,4.0,3.59,0.0,0.0,1.0,0.0,57.870000000000005,325.0,655.1000000000001,0
108.0,0,0,0.0,169.6,99.0,28.83,264.1,87.0,22.45,206.3,78.0,9.28,9.3,4.0,2.51,0.0,0.0,0.0,1.0,63.06999999999999,268.0,649.3000000000001,0
100.0,0,0,0.0,210.9,85.0,35.85,329.3,69.0,27.99,127.1,78.0,5.72,9.4,5.0,2.54,4.0,1.0,0.0,0.0,72.1,237.0,676.7,0
103.0,1,0,0.0,62.8,124.0,10.68,170.4,66.0,14.48,280.2,78.0,12.61,9.4,4.0,2.54,3.0,1.0,0.0,0.0,40.31,272.0,522.8,1
21.0,0,0,0.0,92.6,95.0,15.74,161.9,70.0,13.76,285.0,78.0,12.83,11.3,3.0,3.05,5.0,0.0,1.0,0.0,45.38,246.0,550.8000000000001,0
172.0,0,0,0.0,212.0,121.0,36.04,31.2,115.0,2.731672122860858,293.3,78.0,13.2,12.6,10.0,3.4,3.0,1.0,0.0,0.0,55.37167212286086,324.0,549.1,0
150.0,0,0,0.0,136.6,112.0,23.22,209.4,81.0,17.8,161.1,78.0,7.25,12.2,2.0,3.29,4.0,0.0,1.0,0.0,51.56,273.0,519.3,0
86.0,0,0,0.0,176.3,79.0,29.97,259.2,97.0,22.03,287.4,78.0,12.93,6.2,3.0,1.67,0.0,0.0,0.0,1.0,66.6,257.0,729.0999999999999,0
135.0,1,1,41.0,173.1,85.0,29.43,203.9,107.0,17.33,122.2,78.0,5.5,14.6,15.0,3.94,0.0,1.0,0.0,0.0,56.199999999999996,285.0,513.8000000000001,2
112.0,0,0,0.0,185.4,114.0,31.52,191.4,119.0,16.27,144.0,78.0,6.48,10.0,11.0,2.7,2.0,0.0,1.0,0.0,56.97,322.0,530.8,0
116.0,0,0,0.0,133.3,94.0,22.66,247.8,126.0,21.06,219.0,78.0,9.86,11.3,5.0,3.05,5.0,1.0,0.0,0.0,56.629999999999995,303.0,611.4000000000001,0
62.0,0,0,0.0,248.7,109.0,42.28,220.0,118.0,18.7,265.7,78.0,11.96,13.2,2.0,3.56,1.0,0.0,1.0,0.0,76.5,307.0,747.5999999999999,0
85.0,0,0,0.0,255.3,114.0,43.4,194.6,83.0,16.54,276.6,78.0,12.45,3.7,5.0,1.0,3.0,0.0,1.0,0.0,73.39,280.0,730.2,0
106.0,0,0,0.0,114.4,104.0,19.45,78.3,101.0,6.66,232.7,78.0,10.47,0.0,0.0,0.0,2.0,0.0,1.0,0.0,36.58,283.0,425.4,0
110.0,0,0,0.0,222.7,94.0,37.86,105.8,98.0,8.99,214.8,78.0,9.67,13.5,4.0,3.65,1.0,1.0,0.0,0.0,60.17,274.0,556.8,0
58.0,0,0,0.0,112.2,95.0,19.07,209.6,108.0,17.82,260.9,78.0,11.74,13.9,4.0,3.75,0.0,0.0,0.0,1.0,52.38,285.0,596.6,0
133.0,0,0,0.0,162.1,91.0,27.56,212.1,94.0,18.03,260.4,78.0,11.72,12.2,5.0,3.29,1.0,1.0,0.0,0.0,60.60000000000001,268.0,646.8,0
97.0,0,1,28.0,283.1,93.0,48.13,185.4,98.0,15.76,312.8,78.0,14.08,6.1,8.0,1.65,1.0,1.0,0.0,0.0,79.62,277.0,787.4000000000001,1
85.0,0,0,0.0,236.9,93.0,40.201931100871086,197.7,113.0,16.8,309.1,78.0,13.91,11.4,7.0,3.08,2.0,0.0,1.0,0.0,73.99193110087108,291.0,755.1,0
21.0,0,1,19.0,132.7,94.0,22.56,204.6,101.0,17.39,154.7,78.0,6.96,12.9,7.0,3.48,3.0,0.0,1.0,0.0,50.39,280.0,504.9,1
161.0,0,0,0.0,178.1,109.0,30.28,146.5,86.0,12.45,137.6,78.0,6.19,8.5,2.0,2.3,1.0,0.0,1.0,0.0,51.22,275.0,470.70000000000005,0
136.0,0,0,0.0,259.4,99.0,44.1,172.7,125.0,14.68,293.7,78.0,13.22,10.7,6.0,2.89,1.0,0.0,0.0,1.0,74.89,308.0,736.5,0
64.0,0,0,0.0,213.5,93.0,36.3,166.6,114.0,14.16,122.0,78.0,5.49,14.1,3.0,3.81,3.0,0.0,0.0,1.0,59.76,288.0,516.2,0
81.0,0,0,0.0,324.7,48.0,55.2,236.4,82.0,20.09,187.6,78.0,8.44,13.1,5.0,3.54,0.0,0.0,1.0,0.0,87.27000000000001,213.0,761.8,0
94.0,1,0,0.0,170.1,113.0,28.92,271.8,94.0,23.1,110.7,78.0,4.98,8.7,4.0,2.35,1.0,1.0,0.0,0.0,59.35,289.0,561.3000000000001,1
80.0,1,0,0.0,276.5,122.0,47.01,195.6,79.0,16.63,210.3,78.0,9.46,7.2,3.0,1.94,1.0,0.0,1.0,0.0,75.03999999999999,282.0,689.6,1
120.0,0,0,0.0,185.7,133.0,31.57,235.1,149.0,19.98,256.4,78.0,11.54,16.9,6.0,4.56,0.0,0.0,1.0,0.0,67.65,366.0,694.0999999999999,0
112.0,0,0,0.0,115.8,108.0,19.69,243.3,111.0,20.68,184.6,78.0,8.31,13.1,5.0,3.54,1.0,0.0,1.0,0.0,52.22,302.0,556.8,0
91.0,0,0,0.0,123.8,107.0,21.05,319.0,125.0,27.12,237.6,78.0,10.69,7.3,4.0,1.97,2.0,0.0,0.0,1.0,60.83,314.0,687.6999999999999,0
164.0,0,0,0.0,123.3,78.0,20.96,170.0,85.0,14.45,165.9,78.0,7.47,12.7,2.0,3.43,1.0,0.0,1.0,0.0,46.31,243.0,471.90000000000003,0
128.0,0,1,29.0,179.3,104.0,30.48,225.9,86.0,19.2,323.0,78.0,14.54,8.6,7.0,2.32,0.0,0.0,0.0,1.0,66.54,275.0,736.8,1
137.0,0,0,0.0,97.5,95.0,16.58,195.8,82.0,16.64,288.8,78.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,46.22,255.0,582.1,0
120.0,0,1,28.0,215.8,123.0,36.69,285.2,76.0,24.24,192.1,78.0,8.64,6.9,3.0,1.86,1.0,1.0,0.0,0.0,71.42999999999999,280.0,700.0,1
159.0,1,0,0.0,253.1,54.0,45.71,302.2,127.0,25.54,187.0,78.0,8.24,8.8,7.0,2.38,1.0,1.0,0.0,0.0,81.87,266.0,751.1,1
137.0,1,0,0.0,126.1,87.0,23.97,130.1,98.0,11.4,237.1,78.0,10.04,12.3,3.0,3.32,2.0,0.0,1.0,0.0,48.73,266.0,505.6,1
99.0,0,0,0.0,249.4,48.0,43.59,216.5,103.0,18.23,220.7,78.0,10.52,7.9,1.0,2.13,3.0,1.0,0.0,0.0,74.47,230.0,694.5,0
77.0,0,1,28.0,152.9,121.0,22.1,256.5,108.0,20.78,210.5,78.0,9.34,11.5,4.0,3.11,4.0,0.0,0.0,1.0,55.330000000000005,311.0,631.4,1
82.0,0,0,0.0,172.2,76.0,33.16,176.4,116.0,14.67,249.8,78.0,11.51,10.6,6.0,2.86,3.0,0.0,1.0,0.0,62.199999999999996,276.0,609.0,0
1.0,0,0,0.0,182.1,106.0,31.96,131.9,111.0,10.47,155.3,78.0,6.85,10.0,2.0,2.7,5.0,0.0,1.0,0.0,51.980000000000004,297.0,479.30000000000007,0
141.0,0,0,0.0,83.2,74.0,14.14,190.6,104.0,16.2,150.5,79.0,6.77,10.7,7.0,2.89,1.0,1.0,0.0,0.0,40.0,264.0,434.99999999999994,0
115.0,0,0,0.0,210.6,120.0,35.8,153.1,84.0,13.01,262.2,79.0,11.8,11.0,5.0,2.97,0.0,0.0,1.0,0.0,63.58,288.0,636.9,0
112.0,0,0,0.0,111.9,92.0,19.02,114.0,143.0,9.69,146.8,79.0,6.61,14.1,3.0,3.81,5.0,0.0,1.0,0.0,39.129999999999995,317.0,386.79999999999995,0
185.0,0,0,0.0,139.6,92.0,23.73,250.2,115.0,21.27,158.1,79.0,7.11,10.8,4.0,2.92,1.0,1.0,0.0,0.0,55.03,290.0,558.7,0
68.0,0,0,0.0,237.1,105.0,40.31,223.5,105.0,19.0,97.4,79.0,4.38,13.2,2.0,3.56,1.0,1.0,0.0,0.0,67.25,291.0,571.2,0
60.0,0,0,0.0,125.1,99.0,21.27,248.8,62.0,21.15,211.3,79.0,9.51,11.2,3.0,3.02,3.0,1.0,0.0,0.0,54.95,243.0,596.4,0
84.0,0,0,0.0,191.0,88.0,32.47,318.8,119.0,27.1,247.3,79.0,11.13,6.5,4.0,1.76,0.0,0.0,0.0,1.0,72.46000000000001,290.0,763.6,0
157.0,0,0,0.0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,2.2,4.0,0.59,3.0,0.0,1.0,0.0,68.45,297.0,595.8,0
134.0,0,1,38.0,214.4,93.0,36.45,211.7,57.0,17.99,165.0,79.0,7.43,10.0,8.0,2.7,1.0,0.0,1.0,0.0,64.57,237.0,601.1,1
98.0,0,0,0.0,216.8,86.0,36.86,190.8,114.0,16.22,187.5,79.0,8.44,11.0,9.0,2.97,0.0,0.0,1.0,0.0,64.49,288.0,606.1,0
88.0,0,0,0.0,148.2,82.0,25.19,308.7,67.0,26.24,235.4,79.0,10.59,6.4,4.0,1.73,2.0,0.0,1.0,0.0,63.75,232.0,698.7,0
38.0,0,1,36.0,115.4,98.0,19.62,166.2,83.0,14.13,184.7,79.0,8.31,15.2,6.0,4.1,2.0,1.0,0.0,0.0,46.16,266.0,481.5,1
83.0,0,1,38.0,107.9,90.0,18.34,140.4,94.0,11.93,253.6,79.0,11.41,10.5,2.0,2.84,0.0,1.0,0.0,0.0,44.519999999999996,265.0,512.4,1
176.0,0,0,0.0,201.9,101.0,34.32,154.7,78.0,13.15,164.4,79.0,7.4,9.0,2.0,2.43,1.0,1.0,0.0,0.0,57.3,260.0,530.0,0
6.0,0,0,0.0,183.6,117.0,31.21,256.7,72.0,21.82,178.6,79.0,8.04,10.2,2.0,2.75,1.0,0.0,0.0,1.0,63.82,270.0,629.1,0
1.0,0,0,0.0,144.8,107.0,24.62,112.5,66.0,9.56,218.7,79.0,9.84,13.8,3.0,3.73,1.0,0.0,1.0,0.0,47.75,255.0,489.8,0
106.0,0,0,0.0,169.4,107.0,28.8,197.2,71.0,16.76,202.2,79.0,9.1,10.7,4.0,2.89,1.0,0.0,0.0,1.0,57.55,261.0,579.5,0
43.0,0,0,0.0,84.2,134.0,14.31,80.8,103.0,6.87,196.1,79.0,8.82,10.8,2.0,2.92,1.0,0.0,1.0,0.0,32.92,318.0,371.9,0
114.0,0,0,0.0,193.0,101.0,32.81,250.0,81.0,21.25,133.3,79.0,6.0,9.6,2.0,2.59,2.0,1.0,0.0,0.0,62.650000000000006,263.0,585.9,0
138.0,0,0,0.0,220.2,89.0,37.43,88.3,125.0,7.51,195.3,79.0,8.79,12.9,5.0,3.48,0.0,0.0,0.0,1.0,57.21,298.0,516.7,0
59.0,1,1,31.0,225.0,78.0,38.25,191.3,79.0,16.26,226.7,79.0,10.2,9.1,3.0,2.46,1.0,0.0,0.0,1.0,67.17,239.0,652.1,2
132.0,0,0,0.0,169.9,102.0,28.88,209.4,121.0,17.8,206.1,79.0,9.27,11.5,2.0,3.11,1.0,1.0,0.0,0.0,59.06,304.0,596.9,0
149.0,0,0,0.0,187.6,83.0,31.89,201.4,81.0,17.12,264.2,79.0,11.89,8.8,1.0,2.38,1.0,1.0,0.0,0.0,63.28,244.0,662.0,0
33.0,0,1,29.0,157.4,99.0,26.76,117.9,80.0,10.02,279.2,79.0,12.56,13.9,11.0,3.75,4.0,0.0,1.0,0.0,53.09,269.0,568.4,1
161.0,0,0,0.0,196.6,73.0,33.42,170.2,79.0,14.47,194.3,79.0,8.74,12.5,3.0,3.38,1.0,1.0,0.0,0.0,60.010000000000005,234.0,573.6,0
83.0,0,1,20.0,95.0,89.0,16.15,167.9,92.0,14.27,200.6,79.0,9.03,11.2,2.0,3.02,0.0,0.0,1.0,0.0,42.47,262.0,474.7,1
104.0,0,0,0.0,234.2,128.0,39.81,293.1,92.0,24.91,183.9,79.0,8.28,9.8,6.0,2.65,0.0,0.0,0.0,1.0,75.65,305.0,721.0,0
119.0,0,0,0.0,94.2,108.0,16.01,264.1,100.0,22.45,203.7,79.0,9.17,7.3,3.0,1.97,1.0,0.0,0.0,1.0,49.60000000000001,290.0,569.3000000000001,0
121.0,0,0,0.0,86.1,100.0,14.64,259.8,113.0,22.08,148.0,79.0,6.66,9.1,9.0,2.46,2.0,0.0,1.0,0.0,45.84,301.0,503.0,0
107.0,0,0,0.0,134.0,104.0,22.78,174.5,94.0,14.83,311.1,79.0,14.0,7.3,3.0,1.97,3.0,1.0,0.0,0.0,53.58,280.0,626.9000000000001,0
72.0,0,0,0.0,179.9,113.0,30.58,149.8,112.0,12.73,168.2,79.0,7.57,9.8,7.0,2.65,2.0,1.0,0.0,0.0,53.53,311.0,507.70000000000005,0
62.0,0,0,0.0,86.3,84.0,14.67,238.7,99.0,20.29,238.4,79.0,10.73,12.5,1.0,3.38,2.0,0.0,1.0,0.0,49.07,263.0,575.9,0
11.0,0,1,38.0,209.8,130.0,35.67,196.6,84.0,16.71,233.0,79.0,10.49,7.0,7.0,1.89,1.0,0.0,0.0,1.0,64.76,300.0,646.4000000000001,1
97.0,0,1,24.0,133.2,135.0,22.64,217.2,58.0,18.46,70.6,79.0,3.1841448250107214,11.0,3.0,2.97,1.0,0.0,1.0,0.0,47.25414482501073,275.0,431.99999999999994,1
117.0,1,0,0.0,59.2,99.0,8.21,304.2,79.0,24.77,165.8,79.0,7.73,8.6,1.0,2.32,1.0,0.0,0.0,1.0,43.03,258.0,537.8000000000001,1
104.0,0,0,0.0,220.2,134.0,39.81,301.1,88.0,25.91,188.9,79.0,8.28,9.8,6.0,2.65,0.0,0.0,0.0,1.0,76.65,307.0,720.0,0
52.0,0,0,0.0,172.0,104.0,26.35,127.4,108.0,10.34,172.1,79.0,7.92,7.0,4.0,1.89,4.0,0.0,1.0,0.0,46.5,295.0,478.5,0
152.0,1,1,41.0,141.8,123.0,26.96,280.6,92.0,24.28,204.6,79.0,9.61,4.3,2.0,1.16,1.0,0.0,0.0,1.0,62.01,296.0,631.3,2
48.0,0,1,37.0,211.7,115.0,35.99,159.9,84.0,13.59,144.1,80.0,6.48,12.2,1.0,3.29,1.0,0.0,1.0,0.0,59.35,280.0,527.9,1
25.0,0,0,0.0,264.9,80.0,45.03,281.2,66.0,23.9,166.1,80.0,7.47,8.4,4.0,2.27,1.0,1.0,0.0,0.0,78.67,230.0,720.5999999999999,0
163.0,0,0,0.0,197.0,109.0,33.49,202.6,128.0,17.22,206.4,80.0,9.29,9.1,10.0,2.46,1.0,1.0,0.0,0.0,62.46,327.0,615.1,0
75.0,0,0,0.0,166.3,125.0,28.27,158.2,86.0,13.45,256.7,80.0,11.55,6.1,5.0,1.65,1.0,1.0,0.0,0.0,54.92,296.0,587.3,0
85.0,0,1,21.0,283.2,110.0,48.14,239.7,108.0,20.37,149.5,80.0,6.73,6.3,1.0,1.7,5.0,0.0,0.0,1.0,76.94,299.0,678.7,1
11.0,0,1,28.0,190.6,86.0,32.4,220.1,122.0,18.71,180.3,80.0,8.11,6.0,3.0,1.62,3.0,0.0,1.0,0.0,60.84,291.0,597.0,1
80.0,0,0,0.0,51.5,90.0,8.76,164.0,98.0,13.94,169.4,80.0,7.62,9.5,4.0,2.57,3.0,1.0,0.0,0.0,32.89,272.0,394.4,0
87.0,0,0,0.0,256.2,105.0,43.55,160.7,102.0,13.66,249.4,80.0,11.22,7.4,2.0,2.0,4.0,0.0,0.0,1.0,70.43,289.0,673.7,0
90.0,0,0,0.0,198.5,124.0,33.75,266.6,100.0,22.66,243.3,80.0,10.95,8.0,7.0,2.16,2.0,0.0,1.0,0.0,69.52,311.0,716.4000000000001,0
92.0,0,0,0.0,201.9,74.0,34.32,226.8,119.0,19.28,217.5,80.0,9.79,13.7,6.0,3.7,3.0,0.0,1.0,0.0,67.09,279.0,659.9,0
133.0,0,0,0.0,201.7,85.0,34.29,169.4,116.0,14.4,286.3,80.0,12.88,6.0,4.0,1.62,0.0,0.0,0.0,1.0,63.19,285.0,663.4000000000001,0
106.0,0,0,0.0,147.9,97.0,25.14,209.3,99.0,17.79,162.1,80.0,7.29,8.8,5.0,2.38,2.0,0.0,1.0,0.0,52.6,281.0,528.1,0
48.0,0,0,0.0,128.2,71.0,21.79,48.1,78.0,4.09,116.3,80.0,5.23,8.9,3.0,2.4,0.0,0.0,0.0,1.0,33.51,232.0,301.5,0
71.0,1,0,0.0,186.1,114.0,31.64,198.6,140.0,16.88,206.5,80.0,9.29,13.8,5.0,3.73,4.0,0.0,0.0,1.0,61.54,339.0,605.0,1
92.0,1,0,0.0,62.6,111.0,10.64,180.6,126.0,15.35,221.7,80.0,9.98,10.4,2.0,2.81,1.0,1.0,0.0,0.0,38.78,319.0,475.3,1
91.0,0,0,0.0,147.2,121.0,25.02,175.2,87.0,14.89,136.3,80.0,6.13,13.3,3.0,3.59,2.0,1.0,0.0,0.0,49.629999999999995,291.0,472.0,0
108.0,1,1,42.0,130.1,90.0,22.12,167.0,128.0,14.2,244.7,80.0,11.01,13.6,5.0,3.67,3.0,0.0,1.0,0.0,51.0,303.0,555.4,2
176.0,0,0,0.0,223.2,76.0,37.94,214.4,131.0,18.22,154.4,80.0,6.95,10.1,2.0,2.73,3.0,0.0,1.0,0.0,65.84,289.0,602.0999999999999,0
69.0,0,0,0.0,194.2,122.0,33.01,242.1,81.0,20.58,215.8,80.0,9.71,9.7,3.0,2.62,2.0,0.0,0.0,1.0,65.91999999999999,286.0,661.8,0
148.0,0,1,33.0,241.7,84.0,41.09,165.8,84.0,14.09,160.6,80.0,7.23,11.3,3.0,3.05,1.0,1.0,0.0,0.0,65.46000000000001,251.0,579.4000000000001,1
152.0,1,1,20.0,237.5,120.0,40.38,253.4,94.0,21.54,265.2,80.0,11.93,14.2,3.0,3.83,9.0,0.0,1.0,0.0,77.68,297.0,770.3,2
136.0,0,0,0.0,92.4,109.0,15.71,219.0,115.0,18.62,212.6,80.0,9.57,12.9,4.0,3.48,2.0,0.0,1.0,0.0,47.38,308.0,536.9,0
13.0,0,0,0.0,303.2,133.0,51.54,170.5,86.0,14.49,227.6,80.0,10.24,11.5,3.0,3.11,0.0,0.0,1.0,0.0,79.38,302.0,712.8,0
74.0,0,0,0.0,162.7,102.0,27.66,292.0,105.0,24.82,183.3,80.0,8.25,8.7,6.0,2.35,0.0,0.0,1.0,0.0,63.08,293.0,646.7,0
109.0,0,0,0.0,154.8,82.0,26.32,287.7,109.0,24.45,208.4,80.0,9.38,5.9,9.0,1.59,3.0,0.0,0.0,1.0,61.74,280.0,656.8,0
107.0,0,1,38.0,204.2,57.0,34.71,205.9,92.0,17.5,286.5,80.0,12.89,8.3,4.0,2.24,0.0,0.0,1.0,0.0,67.34,233.0,704.9000000000001,1
35.0,0,0,0.0,158.6,67.0,26.96,130.4,96.0,11.08,229.8,80.0,10.34,6.9,5.0,1.86,2.0,1.0,0.0,0.0,50.24,248.0,525.7,0
31.0,0,1,28.0,171.8,116.0,29.21,240.7,125.0,20.46,245.5,80.0,11.05,10.6,7.0,2.86,1.0,1.0,0.0,0.0,63.580000000000005,328.0,668.6,1
119.0,0,1,27.0,220.1,128.0,37.42,268.2,133.0,22.8,146.5,80.0,6.59,11.1,3.0,3.0,0.0,0.0,1.0,0.0,69.81,344.0,645.9,1
135.0,0,0,0.0,218.8,123.0,37.2,242.8,64.0,20.64,85.8,80.0,3.86,10.3,3.0,2.78,4.0,0.0,1.0,0.0,64.48,270.0,557.7,0
134.0,0,0,0.0,7.8,86.0,1.33,171.4,100.0,14.57,186.5,80.0,8.39,12.9,2.0,3.48,2.0,0.0,1.0,0.0,27.770000000000003,268.0,378.6,0
149.0,0,1,43.0,206.7,79.0,35.14,174.6,122.0,14.84,241.5,80.0,10.87,10.9,3.0,2.94,1.0,0.0,0.0,1.0,63.79,284.0,633.7,1
149.0,0,0,0.0,242.5,83.0,41.23,245.4,97.0,20.86,219.6,80.0,9.88,10.0,3.0,2.7,3.0,0.0,1.0,0.0,74.66999999999999,263.0,717.5,0
72.0,0,0,0.0,147.0,79.0,24.99,162.3,103.0,13.8,162.9,80.0,7.33,10.5,4.0,2.84,1.0,1.0,0.0,0.0,48.959999999999994,266.0,482.70000000000005,0
59.0,0,0,0.0,155.2,79.0,26.38,235.3,123.0,20.0,169.4,80.0,7.623544862363169,8.7,4.0,2.35,1.0,0.0,0.0,1.0,56.353544862363165,286.0,568.5999999999999,0
103.0,0,1,36.0,87.2,92.0,14.82,169.3,110.0,14.39,166.7,80.0,7.5,10.9,5.0,2.94,6.0,0.0,0.0,1.0,39.65,287.0,434.09999999999997,1
10.0,0,0,0.0,222.2,127.0,37.77,153.1,125.0,13.01,227.4,80.0,10.23,12.9,4.0,3.48,1.0,0.0,1.0,0.0,64.49000000000001,336.0,615.5999999999999,0
130.0,0,0,0.0,211.2,119.0,35.9,231.1,120.0,19.64,220.9,80.0,9.94,6.3,9.0,1.7,2.0,1.0,0.0,0.0,67.18,328.0,669.5,0
120.0,0,0,0.0,221.3,106.0,37.62,267.6,98.0,22.75,111.5,80.0,5.02,9.3,7.0,2.51,0.0,0.0,1.0,0.0,67.9,291.0,609.7,0
